13,6,1,3,3,0,2,
37,0,3,0,-1,-1,1,
61,0,2,0,-1,-1,1,
73,1,4,7,-1,-1,1,
97,0,5,0,-1,-1,1,
109,0,10,-1,-1,-1,1,
157,0,4,-1,-1,-1,1,
181,0,9,-1,-1,-1,1,
193,0,9,-1,-1,-1,2,
229,0,5,-1,-1,-1,1,
241,0,10,-1,-1,-1,1,
277,10,6,-1,-1,-1,1,
313,0,9,-1,-1,-1,1,
337,0,8,-1,-1,-1,1,
349,5,0,-1,-1,-1,2,
373,0,10,-1,-1,-1,1,
397,0,10,-1,-1,-1,1,
409,1,0,-1,-1,-1,2,
421,0,4,-1,-1,-1,1,
433,0,3,-1,-1,-1,1,
457,0,2,-1,-1,-1,1,
541,10,0,-1,-1,-1,2,
577,6,9,-1,-1,-1,2,
601,4,0,-1,-1,-1,2,
613,0,7,-1,-1,-1,1,
661,0,1,-1,-1,-1,1,
673,5,1,-1,-1,-1,2,
709,0,9,-1,-1,-1,1,
733,0,8,-1,-1,-1,1,
757,0,5,-1,-1,-1,1,
769,0,10,-1,-1,-1,1,
829,9,10,-1,-1,-1,2,
853,2,2,-1,-1,-1,1,
877,4,9,-1,-1,-1,1,
937,0,6,-1,-1,-1,1,
997,7,0,-1,-1,-1,2,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,
