145775,859775,248675,351575,454475,763175,866075,968975,495635,252875,686375,735875,116375,189875,263375,410375,483875,630875,777875,851375,924875,998375,619115,315875,840875,395675,645575,895475,674975,954275,
6,9,0,0,4,6,0,2,8,3,5,9,4,0,5,6,5,7,0,0,0,0,0,0,4,0,0,2,0,0,
1,7,0,0,3,6,0,3,8,3,3,8,4,0,2,10,6,2,0,0,0,0,2,9,6,1,0,2,0,0,
